Unnamed: 0,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
2194464,169.254.169.254-172.31.64.28-80-49839-6,172.31.64.28,49839,169.254.169.254,80,6,20/02/2018 08:44:33,759,3,4,161.0,488.0,161.0,0.0,53.66666666666666,92.95339333952974,488.0,0.0,122.0,244.0,855072.463768116,9222.66139657444,126.5,96.47745850715592,262.0,0.0,359.0,179.5,62.93250352560272,224.0,135.0,571.0,190.3333333333333,221.1929775859381,433.0,0.0,0,0,0,0,72,92,3952.569169960474,5270.092226613966,0.0,488.0,81.125,173.78758586274225,30202.125,0,0,1,1,0,0,0,1,1.0,92.71428571428572,53.66666666666666,122.0,0,0,0,0,0,0,3,161,4,488,8192,149,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
358176,172.31.69.25-18.219.9.1-80-61292-6,18.219.9.1,61292,172.31.69.25,80,6,20/02/2018 10:35:15,184262,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.85410991,184262.0,0.0,184262.0,184262.0,184262.0,184262.0,0.0,184262.0,184262.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,10.85410991,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2049,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
6552839,172.31.0.2-172.31.66.103-53-62181-17,172.31.66.103,62181,172.31.0.2,53,17,20/02/2018 08:36:38,1976,1,1,36.0,89.0,36.0,36.0,36.0,0.0,89.0,89.0,89.0,0.0,63259.1093117409,1012.1457489878544,1976.0,0.0,1976.0,1976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,506.0728744939272,506.0728744939272,36.0,89.0,53.66666666666667,30.59956426705017,936.3333333333336,0,0,0,0,0,0,0,0,1.0,80.5,36.0,89.0,0,0,0,0,0,0,1,36,1,89,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
5165121,172.31.0.2-172.31.67.92-53-53964-17,172.31.67.92,53964,172.31.0.2,53,17,20/02/2018 04:35:55,2241,1,1,36.0,70.0,36.0,36.0,36.0,0.0,70.0,70.0,70.0,0.0,47300.312360553326,892.458723784025,2241.0,0.0,2241.0,2241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,446.2293618920125,446.2293618920125,36.0,70.0,47.33333333333334,19.62990915244728,385.33333333333337,0,0,0,0,0,0,0,0,1.0,71.0,36.0,70.0,0,0,0,0,0,0,1,36,1,70,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
493775,192.168.10.5-54.228.213.164-60481-80-6,54.228.213.164,80,192.168.10.5,60481,6,03/07/2017 08:25:56 PM,71,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28169.01408450704,71.0,0.0,71.0,71.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0,71.0,71.0,0,0,0,0,0,40,0.0,28169.01408450704,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,256,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
3045617,172.31.69.25-18.219.193.20-80-42896-6,172.31.69.25,80,18.219.193.20,42896,6,16/02/2018 11:24:04 PM,4568154,4,4,935.0,325.0,935.0,0.0,233.75,467.50000000000006,325.0,0.0,81.25,162.5,275.8225751583681,1.7512544454499563,652593.4285714286,1693159.7747852835,4492158.0,9.0,75981.0,25327.0,33529.2624583363,63356.0,23.0,4555520.0,1518506.6666666665,2575280.7361655417,4492158.0,20764.0,0,0,0,0,136,136,0.8756272227249782,0.8756272227249782,0.0,935.0,140.0,316.90889858128,100431.25,0,0,0,0,1,0,0,0,1.0,157.5,233.75,81.25,0,0,0,0,0,0,4,935,4,325,-1,211,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
435583,172.31.69.25-18.216.200.189-80-54509-6,18.216.200.189,54509,172.31.69.25,80,6,20/02/2018 10:56:13,28631422,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069853324,28600000.0,0.0,28600000.0,28600000.0,28600000.0,28600000.0,0.0,28600000.0,28600000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.069853324,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2049,-1,0,20,0.0,0.0,0.0,0.0,28600000.0,0.0,28600000.0,28600000.0,ddos
1447117,172.31.69.25-18.219.193.20-80-50326-6,18.219.193.20,50326,172.31.69.25,80,6,16/02/2018 11:25:17 PM,58482,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.29783523135325,29241.0,21309.3699578378,44309.0,14173.0,14173.0,14173.0,0.0,14173.0,14173.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,34.198556820902155,17.099278410451078,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,225,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
6470769,172.31.0.2-172.31.65.77-53-51784-17,172.31.65.77,51784,172.31.0.2,53,17,20/02/2018 11:35:50,29695,1,1,31.0,212.0,31.0,31.0,31.0,0.0,212.0,212.0,212.0,0.0,8183.19582421283,67.35140596059944,29695.0,0.0,29695.0,29695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,33.67570298029972,33.67570298029972,31.0,212.0,91.33333333333334,104.50039872332226,10920.333333333334,0,0,0,0,0,0,0,0,1.0,137.0,31.0,212.0,0,0,0,0,0,0,1,31,1,212,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
138326,172.31.69.28-18.219.32.43-80-61777-6,18.219.32.43,61777,172.31.69.28,80,6,21/02/2018 11:44:03 PM,20316,2,5,310.0,935.0,310.0,0.0,155.0,219.2031021678297,935.0,0.0,187.0,418.1447117924608,61281.7483756645,344.5560149635756,3386.0,5153.130155546239,11498.0,4.0,11498.0,11498.0,0.0,11498.0,11498.0,20316.0,5079.0,6038.192168742782,11976.0,4.0,0,0,0,0,40,124,98.44457570387873,246.1114392596968,0.0,935.0,155.625,333.0748253556764,110938.83928571428,0,1,0,0,0,0,1,1,2.0,177.85714285714286,155.0,187.0,0,0,0,0,0,0,2,310,5,935,-1,219,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
5516164,130.211.38.145-172.31.68.6-443-54727-6,172.31.68.6,54727,130.211.38.145,443,6,20/02/2018 04:42:44,190,3,0,77.0,0.0,46.0,0.0,25.666666666666664,23.45918441321721,0.0,0.0,0.0,0.0,405263.1578947368,15789.473684210525,95.0,108.89444430272827,172.0,18.0,190.0,95.0,108.89444430272827,172.0,18.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,60,0,15789.473684210525,0.0,0.0,46.0,30.75,21.68524844220144,470.25,0,1,0,0,1,0,0,0,0.0,41.0,25.66666666666667,0.0,0,0,0,0,0,0,3,77,0,0,258,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
1748614,172.31.69.25-18.219.193.20-80-35198-6,18.219.193.20,35198,172.31.69.25,80,6,16/02/2018 11:27:33 PM,12441,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.75878144843662,12441.0,0.0,12441.0,12441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,80.37939072421831,80.37939072421831,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,225,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
2068931,172.31.69.28-18.219.9.1-80-55099-6,172.31.69.28,80,18.219.9.1,55099,6,22/02/2018 12:28:28 AM,111498,4,3,935.0,315.0,935.0,0.0,233.75,467.50000000000006,315.0,0.0,105.0,181.8653347947321,11210.96342535292,62.78139518197636,18583.0,45112.65832114087,110668.0,5.0,111493.0,37164.33333333333,63956.92155141095,111015.0,22.0,111008.0,55504.0,78013.67695474942,110668.0,340.0,0,0,0,0,92,72,35.87508296112935,26.90631222084701,0.0,935.0,156.25,333.4104077559668,111162.5,0,1,0,0,0,0,1,1,0.0,178.5714285714286,233.75,105.0,0,0,0,0,0,0,4,935,3,315,-1,32768,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
1126186,172.31.69.28-52.14.136.135-80-52215-6,52.14.136.135,52215,172.31.69.28,80,6,22/02/2018 12:26:54 AM,4742,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.7629692113034,4742.0,0.0,4742.0,4742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,210.8814846056516,210.8814846056516,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,32738,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
1174751,172.31.69.28-18.218.115.60-80-53647-6,18.218.115.60,53647,172.31.69.28,80,6,22/02/2018 12:30:17 AM,1746,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145.475372279496,1746.0,0.0,1746.0,1746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,572.737686139748,572.737686139748,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,32738,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ddos
7679230,169.254.169.254-172.31.65.99-80-50765-6,172.31.65.99,50765,169.254.169.254,80,6,20/02/2018 11:33:41,82,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24390.243902439022,82.0,0.0,82.0,82.0,82.0,82.0,0.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,24390.243902439022,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2238,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
